epoch,epoch_time_sec,train_loss,train_acc,val_loss,val_acc
1,13.1309,1.844955,31.6907,1.611727,41.9600
2,12.7309,1.571154,42.6037,1.452165,48.1200
3,12.7715,1.438970,47.5027,1.332877,51.9800
4,13.0188,1.358601,50.8614,1.252203,54.0400
5,12.8793,1.290778,53.0605,1.193361,57.2400
6,13.0258,1.245091,54.9056,1.176305,58.2600
7,13.1369,1.189394,57.2449,1.098799,59.8400
8,12.9981,1.151271,58.4914,1.056402,62.1400
9,12.8181,1.108670,60.0717,1.030625,63.9000
10,12.8331,1.076861,61.5496,0.976715,64.5200
11,12.8612,1.049849,62.7448,0.961863,65.5200
12,13.1981,1.016907,63.7153,1.015769,63.8800
13,12.9787,0.992259,64.4832,0.950408,66.2400
14,12.8235,0.956040,65.9032,0.938177,67.1400
15,12.7984,0.932317,66.7735,0.915860,67.7600
16,12.8427,0.915144,67.3077,0.899420,67.4400
17,13.1380,0.891151,68.0912,0.879400,69.0600
18,12.8531,0.871104,68.9770,0.862248,69.4400
19,12.9575,0.854995,69.5424,0.814648,71.1000
20,12.7165,0.840312,70.1077,0.854631,69.9000
21,12.8458,0.823078,70.5774,0.830817,70.3200
22,13.0944,0.809482,71.0960,0.819438,70.9200
23,13.0729,0.789482,71.9685,0.801807,71.8400
24,13.0059,0.781733,72.0842,0.811025,71.2000
25,12.9571,0.764127,72.7453,0.802241,71.5600
26,12.7988,0.746386,73.3129,0.797079,72.7200
27,13.0009,0.731002,74.1653,0.750386,73.4600
28,12.8140,0.713490,74.6350,0.744860,73.2400
29,13.0670,0.701255,75.1580,0.745942,73.3800
30,12.9191,0.684285,75.5676,0.734261,74.3800
31,13.0095,0.677608,76.0328,0.772359,73.3800
32,12.9225,0.660625,76.6827,0.734872,74.7800
33,12.8099,0.644983,77.2436,0.748244,74.6200
34,12.9966,0.633602,77.3660,0.713355,75.0000
35,13.0160,0.615110,78.1228,0.721887,75.0400
36,12.9078,0.616751,77.8468,0.709208,75.3600
37,13.2690,0.605532,78.4099,0.691004,76.0000
38,12.9235,0.584334,79.3692,0.686612,75.8200
39,12.9181,0.572705,79.4538,0.702139,75.4400
40,12.9411,0.567843,79.8233,0.713991,75.9200
41,13.0937,0.550683,80.2573,0.699972,76.2400
42,12.7414,0.546869,80.4376,0.663661,77.4200
43,12.9509,0.534461,80.8850,0.674810,76.3200
44,12.8546,0.525440,81.0497,0.657868,77.6600
45,13.0960,0.513145,81.3746,0.682682,76.6600
46,12.9778,0.507474,82.0424,0.681781,77.1600
47,13.0641,0.502826,82.0646,0.651858,77.4000
48,12.7399,0.482458,82.5165,0.672550,77.2600
49,13.0400,0.475949,82.8793,0.648040,77.7800
50,12.8562,0.472360,82.9438,0.686389,77.3200
51,12.8314,0.455557,83.7429,0.689953,77.0600
52,12.9031,0.450965,83.8542,0.683541,77.4800
53,13.0621,0.437568,84.3060,0.675258,77.4400
54,13.2183,0.433701,84.2837,0.694654,77.4400
55,13.1234,0.427418,84.7289,0.677149,77.8400
56,12.9530,0.413416,85.2097,0.673525,78.3200
57,13.1456,0.409701,85.0294,0.650097,78.5200
58,12.9970,0.402918,85.4656,0.661599,78.3800
59,12.8574,0.395612,85.7372,0.699829,78.3000
60,13.0189,0.382904,86.1489,0.701305,78.1200
61,12.9520,0.374826,86.5051,0.658326,79.1200
62,12.5894,0.372831,86.5162,0.670981,78.9800
63,12.6848,0.363140,86.7410,0.698195,78.6400
64,13.1923,0.351593,87.1728,0.671010,79.0400
65,13.1302,0.348030,87.4955,0.657283,78.9200
66,12.7156,0.337492,87.5045,0.699246,77.9800
67,12.7990,0.331927,88.0208,0.696435,79.1600
68,12.8116,0.324139,88.3703,0.711321,78.5400
69,12.8450,0.319151,88.5372,0.713439,79.0400
70,12.8761,0.314678,88.6285,0.673249,79.8600
71,12.8568,0.306837,89.1204,0.685430,79.2000
72,13.0160,0.299074,89.1115,0.722192,78.8000
73,12.8636,0.295433,89.3296,0.689308,79.0000
74,12.8747,0.290240,89.4609,0.725133,78.4400
75,12.8184,0.290279,89.5188,0.729683,78.4800
76,12.9347,0.274918,90.1220,0.712414,79.6000
77,12.8271,0.272263,90.0574,0.704973,79.6600
78,12.9016,0.273671,89.9573,0.731214,79.0200
79,12.9438,0.258890,90.7274,0.697787,79.3800
80,12.8719,0.258402,90.6205,0.695116,80.1400
