epoch,epoch_time_sec,train_loss,train_acc,val_loss,val_acc
1,4.7704,0.965580,67.4534,0.382341,87.5200
2,4.7222,0.373713,88.2831,0.210405,93.5400
3,4.4090,0.270526,91.4572,0.157830,95.4600
4,4.5203,0.226815,92.8212,0.128055,96.1600
5,4.5809,0.198326,93.7536,0.109128,96.7200
6,4.5462,0.173473,94.5058,0.105838,97.1000
7,4.5103,0.155752,95.1832,0.096996,96.8000
8,44.7053,0.144131,95.4473,0.105672,96.7000
9,4.5591,0.130933,95.8497,0.089311,97.1600
10,4.7008,0.122807,96.0974,0.086729,97.3800
11,4.5092,0.119023,96.2103,0.074692,97.6200
12,4.5475,0.112090,96.4762,0.072563,97.5600
13,4.6434,0.103851,96.6892,0.069462,97.7800
14,4.4942,0.099694,96.8094,0.069030,97.7600
15,4.3387,0.094930,96.9970,0.065360,98.0800
16,4.6646,0.092406,97.0061,0.063516,97.9600
17,4.5679,0.087731,97.1409,0.062676,97.9800
18,4.4794,0.083607,97.3230,0.053991,98.2800
19,4.6891,0.079004,97.4377,0.054874,98.1800
20,4.6299,0.079396,97.3922,0.056296,98.1800
21,4.5657,0.077889,97.4268,0.057593,98.1600
22,4.6308,0.072667,97.5834,0.052611,98.2400
23,4.6112,0.070518,97.6981,0.054817,98.2000
24,4.6361,0.068522,97.7127,0.057883,98.1600
25,4.7403,0.064220,97.8711,0.053865,98.5200
26,4.7214,0.064080,97.8930,0.042756,98.6200
27,4.7301,0.060718,98.0387,0.052015,98.3400
28,4.5619,0.060918,97.9203,0.052981,98.5200
29,4.6072,0.057634,98.0897,0.054037,98.3400
30,4.6225,0.058700,98.0806,0.046858,98.5400
31,4.5504,0.056004,98.1771,0.047176,98.6600
32,4.3944,0.053018,98.2044,0.057963,98.2800
33,4.6281,0.052271,98.2772,0.048305,98.4600
34,4.5346,0.052234,98.2863,0.046034,98.5600
35,4.7177,0.050307,98.3392,0.055901,98.2600
36,4.5230,0.049962,98.3228,0.050673,98.6200
37,4.5818,0.046336,98.4411,0.049507,98.5200
38,4.6145,0.046797,98.4357,0.051665,98.5400
39,4.6126,0.044350,98.4994,0.051177,98.5400
40,4.5147,0.048324,98.3865,0.045749,98.7200
41,4.6238,0.043205,98.5522,0.046087,98.6000
42,4.6349,0.042027,98.5577,0.046226,98.4600
43,4.5910,0.041750,98.6014,0.042207,98.7200
44,4.6647,0.042106,98.5941,0.044844,98.7200
45,4.3714,0.041458,98.6105,0.041514,98.7800
46,4.5173,0.039581,98.6597,0.047868,98.5600
47,4.5981,0.037624,98.7362,0.051117,98.6200
48,4.5956,0.037894,98.7434,0.048560,98.5000
49,4.5557,0.036871,98.7617,0.040109,98.7600
50,4.6889,0.038066,98.6997,0.046740,98.4600
