epoch,epoch_time_sec,train_loss,train_acc,val_loss,val_acc
1,5.1330,2.099463,19.9541,1.989063,25.5200
2,4.7863,1.927987,27.5307,1.894279,30.7400
3,4.6689,1.844945,30.8538,1.792258,34.4200
4,4.7621,1.800202,32.7991,1.743793,36.8800
5,4.5574,1.756744,34.4640,1.713466,37.3400
6,4.4397,1.720763,35.7261,1.692144,38.9600
7,4.7308,1.694116,36.8835,1.671177,39.7400
8,4.6144,1.665081,37.9541,1.641159,41.2400
9,4.6144,1.639826,39.1560,1.602126,41.8800
10,4.7310,1.619611,40.3023,1.591439,42.3000
11,4.9616,1.598413,41.1636,1.561489,43.4400
12,5.1353,1.583291,41.4975,1.548929,43.9200
13,5.0102,1.565292,42.3856,1.524973,45.0800
14,5.0364,1.549827,42.7106,1.527503,45.4600
15,5.0868,1.532914,43.4829,1.507566,45.2800
16,5.0393,1.515825,43.9192,1.474663,47.0000
17,4.9788,1.503109,44.7605,1.459369,47.5800
18,5.1419,1.490605,45.2324,1.436354,48.3200
19,4.9338,1.479726,45.7710,1.434834,48.4600
20,5.0435,1.468620,46.0181,1.430963,48.6400
21,5.0640,1.453829,46.7281,1.413967,49.6400
22,4.9227,1.445959,46.9017,1.388981,51.0200
23,5.1425,1.442431,47.0419,1.369365,51.1400
24,4.9778,1.429419,47.6184,1.390946,50.8000
25,4.9990,1.426064,47.4849,1.361870,51.5600
26,5.1117,1.419007,47.9167,1.364755,51.5200
27,4.9527,1.409584,48.3351,1.356771,51.8200
28,5.0568,1.400550,48.6489,1.348709,51.7600
29,4.8951,1.394115,48.7736,1.372953,51.2000
30,5.0322,1.391594,49.0474,1.320666,52.7400
31,5.1240,1.385914,49.3478,1.326291,52.4200
32,4.9769,1.379468,49.6750,1.326627,53.1600
33,5.1358,1.373678,50.0623,1.308711,52.9400
34,4.9801,1.367708,50.0623,1.329667,52.4200
35,4.9980,1.358444,50.1647,1.302991,53.5000
36,5.1472,1.357131,50.4518,1.281898,54.5800
37,4.9303,1.352616,50.4496,1.317033,53.2600
38,5.0803,1.343026,51.0929,1.270048,54.2400
39,4.8357,1.340807,50.9927,1.273863,54.9200
40,4.9832,1.332822,51.4735,1.262773,54.9400
41,5.1239,1.331586,51.6515,1.263601,55.0600
42,5.0230,1.327542,51.3778,1.259631,54.8800
43,4.7783,1.319546,52.1189,1.264473,54.6200
44,4.8130,1.315815,52.3059,1.285851,54.7000
45,4.6209,1.309855,52.2080,1.256578,55.4200
46,4.8797,1.309144,52.4728,1.229269,55.8600
47,4.7800,1.301863,52.4328,1.266409,54.7800
48,4.7155,1.299253,52.6976,1.253761,55.2000
49,4.8254,1.294501,52.6197,1.220813,55.9200
50,4.6980,1.287046,53.1539,1.236971,56.0200
51,4.8465,1.288523,53.0938,1.226249,55.8400
52,5.0135,1.277916,53.4678,1.232320,56.1400
53,4.9692,1.274547,53.6481,1.217469,56.7000
54,4.9753,1.273001,53.8194,1.235763,56.2000
55,5.0378,1.264940,53.9241,1.209161,56.7000
56,4.8465,1.264667,53.9975,1.241818,56.3400
57,5.0032,1.259878,54.1288,1.177387,57.7800
58,5.0705,1.264137,54.0977,1.202214,56.9000
59,4.9940,1.251965,54.4360,1.187844,58.0000
60,5.0051,1.252251,54.6652,1.174228,57.8400
61,5.0328,1.250725,54.5829,1.208565,56.3800
62,5.0416,1.238861,54.9234,1.190396,57.5600
63,4.9262,1.238819,54.9568,1.194177,57.6600
64,5.0474,1.238966,54.8878,1.172046,58.1800
65,5.0750,1.227119,55.7114,1.180633,57.9200
66,4.8718,1.223019,55.8249,1.174744,58.3600
67,5.1162,1.220964,55.5823,1.187947,57.7400
68,5.0054,1.218133,55.7559,1.163268,58.0600
69,4.9631,1.213629,56.0052,1.183585,57.9200
70,5.1202,1.211840,56.0141,1.147778,58.6800
71,4.9654,1.208348,56.1565,1.137287,59.1400
72,5.0384,1.204668,56.5193,1.135068,59.6000
73,4.9422,1.200013,56.4481,1.145701,59.3800
74,4.9875,1.194403,56.7619,1.117780,60.0400
75,5.1310,1.185886,57.0869,1.137697,59.6200
76,4.9561,1.185767,57.2739,1.120891,60.2400
77,5.0232,1.185220,57.2138,1.128383,59.2400
78,5.1902,1.174219,57.5432,1.101242,60.7200
79,4.9862,1.174523,57.3673,1.105529,60.9600
80,5.0821,1.168088,57.5343,1.104635,60.4600
