epoch,epoch_time_sec,train_loss,train_acc,val_loss,val_acc
1,10.2258,0.838635,71.7821,0.245937,93.0200
2,9.7187,0.239980,92.7812,0.161023,95.0000
3,9.7458,0.168399,94.9683,0.119217,96.0800
4,10.1136,0.133932,95.8770,0.094831,97.1400
5,10.0369,0.113687,96.5290,0.085817,97.2800
6,9.9223,0.096612,97.0043,0.082806,97.4600
7,10.0251,0.086732,97.3248,0.078343,97.5000
8,130.4205,0.079505,97.5251,0.063332,98.0800
9,9.7799,0.070645,97.7382,0.064976,97.9400
10,10.1126,0.065086,97.9258,0.061060,98.1800
11,10.0957,0.060890,98.0970,0.062320,97.8600
12,9.6546,0.055446,98.2317,0.052041,98.2800
13,9.6015,0.051448,98.3009,0.058234,98.2000
14,9.8475,0.046950,98.4393,0.059127,98.3200
15,10.2285,0.046307,98.4940,0.053224,98.2800
16,9.9476,0.040924,98.6214,0.064822,98.1200
17,9.8830,0.038705,98.7107,0.060714,98.2800
18,10.4278,0.037115,98.8145,0.061417,98.1600
19,9.5515,0.035239,98.8145,0.052048,98.5200
20,9.4998,0.032431,98.9510,0.057562,98.4000
21,9.7109,0.032005,98.9237,0.054270,98.5600
22,10.2688,0.032588,98.8928,0.059223,98.4000
23,9.9036,0.028237,99.0567,0.048980,98.5200
24,10.0796,0.027502,99.1058,0.061035,98.4000
25,9.8243,0.027076,99.0403,0.063323,98.3800
26,9.9080,0.024384,99.1259,0.060394,98.5200
27,10.2023,0.025372,99.1332,0.055055,98.4000
28,10.2362,0.024276,99.1532,0.047169,98.9000
29,9.7378,0.019777,99.3280,0.055149,98.5600
30,10.1905,0.022291,99.2388,0.055698,98.4800
31,9.5292,0.021186,99.2534,0.055691,98.6000
32,10.1029,0.021658,99.2971,0.058551,98.3600
33,9.7635,0.019345,99.3244,0.044420,98.7600
34,9.9290,0.019745,99.3480,0.062533,98.3400
35,9.8829,0.018167,99.3735,0.054009,98.4800
36,10.0896,0.019147,99.3735,0.047983,98.6400
37,10.1933,0.016306,99.4427,0.052137,98.6400
38,9.2961,0.017727,99.4081,0.070234,98.1400
39,9.7231,0.017289,99.3918,0.058802,98.5400
40,9.8320,0.016368,99.4373,0.056777,98.5800
41,10.0096,0.016874,99.4209,0.047374,98.6200
42,9.6167,0.014563,99.4828,0.056973,98.5400
43,9.5569,0.014955,99.4846,0.044783,98.6600
44,9.8361,0.012873,99.5502,0.051934,98.6800
45,9.6507,0.016469,99.4136,0.055359,98.5000
46,9.5759,0.014397,99.5229,0.053937,98.6200
47,9.6756,0.012078,99.5739,0.051332,98.6800
48,9.7673,0.013648,99.5028,0.056089,98.6000
49,9.9164,0.013351,99.5211,0.052858,98.7000
50,10.1500,0.013259,99.5739,0.055747,98.7000
