epoch,epoch_time_sec,train_loss,train_acc,val_loss,val_acc
1,13.5281,1.837967,31.6885,1.592660,42.0000
2,13.3353,1.563971,42.5815,1.432210,48.2600
3,13.2419,1.446512,47.5873,1.358704,50.8600
4,13.1194,1.368955,50.1647,1.267625,54.2400
5,13.2267,1.305987,52.7577,1.232724,55.4400
6,13.1833,1.260358,54.4872,1.177912,57.1000
7,13.2747,1.211973,56.2322,1.145060,58.3800
8,13.0823,1.167291,58.1085,1.121462,59.8600
9,13.3548,1.130120,59.4062,1.074642,60.7000
10,13.0942,1.089042,60.7617,1.029791,63.2600
11,13.0873,1.059460,62.0971,0.981282,64.8400
12,13.2903,1.033745,63.1855,0.990800,64.9000
13,13.1781,1.009131,63.8088,0.965226,65.9600
14,13.1116,0.979975,65.0686,0.961928,65.4000
15,13.0423,0.962053,65.7051,0.929037,67.1200
16,13.1438,0.940456,66.4174,0.926194,67.3800
17,13.0633,0.922861,67.0918,0.890441,68.5800
18,12.8895,0.909328,67.6260,0.889657,68.0800
19,12.8745,0.884590,68.6632,0.901329,68.6800
20,13.1832,0.866366,69.2263,0.876427,69.1200
21,13.0983,0.858382,69.4645,0.827438,70.1200
22,13.0360,0.836922,70.1189,0.855622,69.9800
23,13.2430,0.818521,71.0693,0.831775,70.7600
24,13.0851,0.810530,70.9246,0.829147,71.0000
25,13.2669,0.793808,71.6146,0.789810,72.0000
26,13.3290,0.778511,72.1888,0.795084,71.6800
27,13.0879,0.760502,73.0057,0.831456,71.1000
28,13.3709,0.751568,73.0547,0.805304,71.7800
29,13.2264,0.734515,73.8292,0.778056,72.8000
30,13.0674,0.711199,74.7930,0.799155,72.7200
31,13.1502,0.695234,75.1002,0.726628,74.5200
32,13.0153,0.682459,75.7278,0.731692,74.0800
33,13.0818,0.670285,76.1507,0.705489,74.8600
34,13.2299,0.664116,76.3243,0.714877,75.0200
35,13.1176,0.645821,76.7984,0.748190,74.1600
36,13.3149,0.634908,77.2436,0.719180,74.7400
37,12.9966,0.625624,77.6242,0.690129,76.1800
38,13.0421,0.609018,78.2185,0.714268,75.5200
39,13.0919,0.597592,78.5012,0.760108,73.6800
40,13.0119,0.588530,78.8617,0.704027,75.8000
41,13.2319,0.577926,79.4182,0.694806,76.3400
42,13.2665,0.565657,79.8300,0.701304,75.5000
43,13.2893,0.551695,80.2039,0.726290,75.6600
44,13.0651,0.542301,80.4509,0.712098,75.6400
45,12.9894,0.535559,80.8271,0.719897,76.2400
46,13.0782,0.521722,81.2567,0.712462,76.4400
47,13.1131,0.512131,81.4036,0.701353,76.4400
48,13.2727,0.510636,81.7842,0.696972,76.2200
49,12.9839,0.491066,82.3072,0.690215,77.1400
50,13.2050,0.492461,82.3117,0.660420,78.1600
51,12.9485,0.473646,82.7947,0.688030,76.7800
52,13.1086,0.464309,83.3890,0.689519,76.5800
53,13.0840,0.460820,83.4246,0.699150,76.8400
54,13.1593,0.449707,83.7317,0.688716,77.2800
55,13.2460,0.442813,84.1168,0.695159,77.1800
56,13.1279,0.428600,84.5508,0.677405,78.1400
57,12.9528,0.421216,84.7957,0.687535,76.9200
58,13.2015,0.416583,85.0227,0.742065,76.1800
59,13.0972,0.404962,85.2586,0.697937,77.6400
60,13.1579,0.387373,85.9197,0.721997,77.4600
61,13.0536,0.387197,85.7795,0.689294,77.1200
62,13.2261,0.379801,86.3203,0.762937,77.0600
63,12.9356,0.367047,86.7967,0.700119,77.5800
64,12.9825,0.363010,86.7655,0.698201,78.2200
65,13.1419,0.359185,86.8545,0.715832,77.9200
66,13.1923,0.349334,87.4399,0.694132,78.3400
67,13.2692,0.337367,87.7960,0.727606,77.6400
68,13.1945,0.327019,87.9941,0.697420,78.5000
69,13.1366,0.326887,88.2167,0.682952,78.8200
70,13.1761,0.315700,88.4460,0.693002,78.9400
71,12.9771,0.303424,88.9735,0.713222,78.8200
72,13.3571,0.308565,88.7910,0.735568,78.5200
73,13.1784,0.297273,89.1159,0.730309,77.9000
74,13.1607,0.289501,89.5277,0.715405,78.3400
75,13.0638,0.286829,89.5166,0.732033,78.7800
76,13.3908,0.275716,89.9528,0.728409,78.9400
77,13.3266,0.273868,90.0218,0.760921,77.5600
78,13.0639,0.263598,90.5093,0.768044,78.8400
79,13.0223,0.259433,90.5605,0.739650,78.8000
80,13.1652,0.255932,90.6784,0.749482,78.7800
