epoch,epoch_time_sec,train_loss,train_acc,val_loss,val_acc
1,8.6790,0.711749,76.5607,0.215692,93.6000
2,8.3561,0.227376,93.0671,0.135282,95.6600
3,8.6045,0.161702,95.0484,0.104359,96.5600
4,8.3073,0.134964,95.9007,0.093630,96.9200
5,8.1438,0.112907,96.5563,0.086296,97.1600
6,8.5597,0.102000,96.9060,0.067116,97.9000
7,8.2370,0.093586,97.0425,0.071052,97.8400
8,8.1554,0.085934,97.3521,0.058434,98.1000
9,8.4478,0.076137,97.6617,0.061862,98.1600
10,8.5556,0.070576,97.8584,0.058969,98.1600
11,8.3026,0.066938,97.8711,0.062978,98.0000
12,8.3615,0.061372,98.0205,0.060453,98.1000
13,8.6627,0.055369,98.2372,0.049741,98.4000
14,7.9950,0.053385,98.2791,0.044970,98.6600
15,8.4215,0.052181,98.3574,0.051066,98.4600
16,8.5051,0.048493,98.4084,0.044045,98.6000
17,8.5006,0.044955,98.5085,0.045257,98.5800
18,8.3156,0.043972,98.5741,0.046281,98.5000
19,8.3236,0.041239,98.6615,0.048477,98.3400
20,8.6731,0.037479,98.7999,0.047907,98.6800
21,8.2523,0.037805,98.7908,0.041480,98.7400
22,8.3168,0.036658,98.7853,0.041764,98.8000
23,8.1714,0.031577,98.9347,0.044245,98.6600
24,8.4596,0.032969,98.9383,0.045126,98.6200
25,8.4296,0.033419,98.9183,0.040023,98.7200
26,8.1483,0.029684,99.0184,0.044619,98.4600
27,8.4977,0.030245,98.9984,0.052012,98.2800
28,8.2133,0.028452,99.1077,0.048635,98.6200
29,8.3112,0.029097,99.0239,0.042203,98.6000
30,8.4982,0.023909,99.1933,0.042917,98.8000
31,8.1992,0.024066,99.1568,0.037678,98.7400
32,8.6616,0.025956,99.0949,0.043698,98.8200
33,8.3517,0.022482,99.2570,0.048505,98.4600
34,8.3938,0.023817,99.1550,0.043511,98.7600
35,8.5295,0.022144,99.2552,0.034401,99.0000
36,8.5003,0.020619,99.3262,0.048506,98.5600
37,8.3159,0.020864,99.2861,0.034973,98.9800
38,8.4068,0.020409,99.3153,0.040935,98.9000
39,8.6822,0.020637,99.3262,0.033126,99.0800
40,8.4875,0.020480,99.3244,0.038734,98.8800
41,8.5841,0.018310,99.4118,0.042211,98.8200
42,8.3030,0.020657,99.3335,0.050289,98.5800
43,8.4561,0.016850,99.4245,0.037536,98.9600
44,8.4630,0.017513,99.3990,0.037493,98.8000
45,8.6067,0.020718,99.3408,0.036896,98.8000
46,8.4810,0.017746,99.4063,0.033737,98.9200
47,8.3208,0.015176,99.5156,0.041593,98.7400
48,8.2190,0.015881,99.4628,0.034864,99.0200
49,8.1872,0.017298,99.4318,0.035452,98.9800
50,8.4112,0.015711,99.4919,0.033428,99.0800
