epoch,epoch_time_sec,train_loss,train_acc,val_loss,val_acc
1,4.2642,2.174740,16.9338,2.085222,19.8600
2,3.8899,2.062991,20.9268,2.054811,21.1600
3,3.8929,2.041134,21.1739,2.047403,20.8200
4,3.9836,2.024242,21.9996,2.034635,22.1000
5,3.8401,2.001678,23.3218,2.010430,24.5600
6,3.8276,1.981633,24.2388,1.980089,27.3000
7,3.9050,1.962584,25.6165,1.967502,27.3200
8,3.9650,1.947715,26.0751,1.958372,26.9400
9,3.8809,1.931605,26.6048,1.916580,27.1600
10,3.9030,1.912657,27.2102,1.908540,28.3600
11,3.9535,1.898853,27.8156,1.881340,30.0400
12,3.8739,1.888193,28.1918,1.878760,29.2800
13,3.8759,1.874125,28.5613,1.843044,30.1600
14,3.9809,1.858167,29.1978,1.832531,31.0200
15,3.9059,1.845486,29.6519,1.811480,31.7800
16,3.8803,1.826786,30.3797,1.794332,32.5400
17,3.9262,1.807653,31.0786,1.765243,33.7600
18,3.9906,1.794741,31.7486,1.751693,33.7400
19,3.8915,1.776334,32.2271,1.737633,35.0000
20,3.8808,1.766580,32.9995,1.731556,34.9200
21,3.9803,1.754748,33.0774,1.722397,35.4400
22,3.8488,1.744083,33.6961,1.717362,35.9000
23,3.8716,1.739063,33.7985,1.698877,36.9800
24,3.9217,1.729057,34.1257,1.693780,37.4200
25,3.9128,1.723307,34.4529,1.683636,36.9800
26,3.8435,1.712983,34.7556,1.668304,38.1400
27,3.8496,1.709509,35.1451,1.668183,38.1000
28,3.9246,1.707486,34.9359,1.681027,37.7200
29,3.8861,1.698119,35.2141,1.664675,38.3200
30,3.8625,1.695588,35.5658,1.642786,38.9600
31,3.9834,1.690030,35.6481,1.666504,37.8000
32,3.8709,1.682933,35.7261,1.641429,39.2200
33,3.8186,1.680117,36.1445,1.634956,39.1000
34,3.9791,1.676270,36.2179,1.637167,39.2400
35,3.8490,1.671905,36.5607,1.621633,39.7200
36,3.8797,1.667856,36.4695,1.616634,39.4600
37,3.8453,1.665989,36.9257,1.617756,39.2000
38,4.0101,1.657355,36.7076,1.622408,39.7400
39,3.8511,1.649562,37.3197,1.599082,40.4200
40,3.9194,1.649500,37.3175,1.588208,40.5600
41,4.0464,1.644080,37.5735,1.585750,40.8600
42,3.9225,1.639754,37.8584,1.596196,40.5400
43,3.9199,1.632344,38.1210,1.580495,41.5600
44,3.9806,1.630842,38.2523,1.575605,40.6200
45,3.9876,1.625748,38.2501,1.579243,41.0800
46,3.8944,1.622160,38.2234,1.577844,41.1400
47,3.9127,1.618309,38.4638,1.569393,41.2600
48,4.0761,1.617987,38.8288,1.586735,41.1000
49,3.9006,1.615133,38.8577,1.549448,41.8000
50,3.8800,1.612259,38.5617,1.545263,42.2800
51,3.9191,1.607539,38.7353,1.551632,41.7800
52,3.9237,1.605928,39.2272,1.547805,42.3600
53,3.8370,1.602101,39.0647,1.548854,41.8200
54,3.9508,1.599909,39.4453,1.539621,42.0600
55,4.0296,1.599078,39.2428,1.546210,42.1400
56,3.8899,1.597188,39.5789,1.545252,42.2400
57,3.9443,1.593194,39.5700,1.524106,42.8400
58,4.0890,1.591506,39.6590,1.568615,42.0800
59,3.9010,1.590753,39.5188,1.526767,42.7000
60,3.8944,1.588860,39.6368,1.528286,42.6400
61,4.0083,1.583298,40.0485,1.525948,42.3800
62,3.9047,1.587702,40.1598,1.531410,42.2600
63,3.8947,1.577685,39.9751,1.523596,43.3800
64,3.9087,1.579549,40.3980,1.515790,43.6200
65,3.9964,1.576536,40.1153,1.519242,42.6800
66,3.8353,1.574365,40.7385,1.508541,43.4000
67,3.8449,1.575319,40.2444,1.508775,43.3200
68,4.0219,1.567239,40.4647,1.497545,44.0600
69,3.8138,1.568934,40.9144,1.503693,43.4800
70,3.8724,1.566210,40.3779,1.501151,44.1200
71,3.9065,1.563844,40.8209,1.503177,44.0000
72,3.9040,1.560972,41.1258,1.499862,44.1000
73,3.8590,1.561007,40.7986,1.497000,43.8800
74,3.8576,1.557934,41.0546,1.485497,44.3000
75,4.0294,1.551960,41.4129,1.488502,44.5200
76,3.8696,1.546972,41.7802,1.484940,44.1800
77,3.8810,1.547406,41.6489,1.491896,43.8400
78,4.0158,1.546459,41.5020,1.474423,44.9200
79,3.8748,1.545674,41.8247,1.484023,44.3600
80,3.8271,1.536144,42.2320,1.471492,44.5000
