epoch,epoch_time_sec,train_loss,train_acc,val_loss,val_acc
1,12.6598,1.881350,29.6207,1.622578,39.4800
2,12.6519,1.559723,42.7996,1.425149,48.5200
3,12.7189,1.428253,47.9122,1.342177,51.1000
4,12.6746,1.338965,51.2798,1.318143,52.4800
5,12.7307,1.275974,53.6236,1.219565,56.7400
6,12.5534,1.211285,56.2478,1.143326,59.0000
7,12.6475,1.159333,58.2087,1.128976,59.6000
8,12.4802,1.111847,60.0694,1.077078,61.3000
9,12.7232,1.072600,61.7165,1.009691,64.1200
10,12.5442,1.036600,62.8183,1.041574,62.9400
11,12.3962,1.002795,64.0291,0.998889,64.3000
12,12.5183,0.979589,65.0975,0.980132,64.7600
13,12.6405,0.954194,65.8164,0.965260,65.7200
14,12.6445,0.925504,66.8892,0.900234,68.0400
15,12.4883,0.904351,67.7907,0.889555,68.1600
16,12.4467,0.875573,68.8279,0.894785,68.3800
17,12.6660,0.863133,69.2374,0.862394,69.8400
18,12.6128,0.834566,70.4082,0.851816,69.1800
19,12.5844,0.816821,70.9379,0.856259,69.8800
20,12.5388,0.799967,71.4543,0.847828,70.2600
21,12.5869,0.781024,72.1822,0.842190,70.5800
22,12.4266,0.767015,72.7408,0.816143,71.4200
23,12.5483,0.744235,73.4531,0.806722,71.7000
24,12.7371,0.727556,74.0718,0.782108,72.1800
25,12.6753,0.709782,74.7106,0.816632,71.7200
26,12.6939,0.696583,75.1781,0.767359,72.8800
27,12.6796,0.682669,75.6433,0.756083,73.4600
28,12.5363,0.665164,76.3221,0.800705,72.0800
29,12.5598,0.647275,76.8162,0.740138,74.3400
30,12.5770,0.633439,77.3348,0.775856,72.8400
31,12.8339,0.625133,77.5552,0.729003,74.6000
32,12.9371,0.605968,78.2675,0.743228,74.0200
33,12.7973,0.591640,79.0086,0.760694,74.2400
34,12.6343,0.582039,79.1934,0.734654,75.4200
35,12.7749,0.574297,79.4605,0.722704,75.2600
36,12.6234,0.552397,80.1638,0.706431,76.4600
37,12.6143,0.542933,80.4087,0.700819,76.0800
38,12.6597,0.535181,80.8761,0.722769,75.2600
39,12.7636,0.519937,81.5238,0.692415,76.3800
40,12.6033,0.509337,81.5816,0.740913,75.5800
41,12.3226,0.499623,81.9778,0.740533,75.8200
42,12.7470,0.483313,82.6278,0.747837,75.0800
43,12.5606,0.476862,82.8704,0.704032,76.8200
44,12.5510,0.463667,83.1864,0.735619,76.2600
45,12.5309,0.454664,83.4224,0.727274,76.4400
46,12.7144,0.442371,83.9209,0.706933,77.1000
47,12.8882,0.433034,84.4262,0.699659,76.5600
48,12.5996,0.424698,84.7979,0.690321,77.4600
49,12.5554,0.410640,85.3833,0.757710,76.6600
50,12.6678,0.402680,85.5235,0.720751,77.4800
51,12.6184,0.399005,85.7795,0.701519,78.2800
52,12.6508,0.383178,86.0800,0.740384,76.8200
53,12.5769,0.379381,86.2380,0.724039,77.2200
54,12.6208,0.365708,86.7477,0.710844,77.3600
55,12.6948,0.357816,86.8300,0.739020,77.7000
56,12.6599,0.346575,87.2707,0.697807,78.9000
57,12.5744,0.337016,87.8606,0.759242,77.6200
58,12.4390,0.331699,87.9429,0.805810,76.5600
59,12.4165,0.318223,88.4526,0.741854,77.7200
60,12.6608,0.319604,88.3569,0.788006,77.1200
61,12.6138,0.310732,88.6930,0.759462,78.4800
62,12.7193,0.300975,89.0469,0.773730,77.9400
63,12.6565,0.294912,89.4320,0.765665,78.6000
64,12.5826,0.289236,89.5945,0.754279,79.0600
65,12.4410,0.278352,89.9907,0.812361,77.5800
66,12.5874,0.279931,89.9573,0.763471,79.0800
67,12.6554,0.264650,90.4625,0.797367,77.8400
68,12.8199,0.266273,90.3201,0.802413,77.2600
69,12.8266,0.256954,90.7585,0.774720,78.5200
70,12.7546,0.250346,91.0813,0.760042,78.5800
71,12.5727,0.243546,91.1681,0.837688,78.1800
72,12.6783,0.235976,91.4752,0.840098,77.6800
73,12.4789,0.240532,91.2816,0.788200,78.8400
74,12.5660,0.227177,91.8581,0.828347,77.5600
75,12.5407,0.222817,91.9115,0.803407,77.7400
76,12.6148,0.217296,92.0740,0.804361,78.4400
77,12.5586,0.215889,92.1719,0.840351,78.3000
78,12.7135,0.213442,92.1875,0.805016,78.8400
79,12.5115,0.206906,92.6349,0.791375,78.7400
80,12.6178,0.203250,92.8308,0.824798,78.7800
