epoch,epoch_time_sec,train_loss,train_acc,val_loss,val_acc
1,5.3194,1.955688,26.6538,1.767457,36.2800
2,3.7161,1.764863,35.3432,1.666780,39.0600
3,3.7453,1.706954,37.6068,1.626375,40.7800
4,3.7389,1.662207,38.9468,1.566679,42.7600
5,3.7297,1.628283,40.6005,1.551232,43.6800
6,3.7198,1.605611,41.4330,1.512418,45.4200
7,3.7417,1.585115,42.3099,1.519311,45.5200
8,3.7182,1.564256,42.8085,1.465831,46.7400
9,3.6900,1.547490,43.6988,1.452667,47.0000
10,3.8504,1.529384,44.0616,1.444690,47.7800
11,3.6644,1.522011,44.4355,1.450453,47.1600
12,3.7452,1.512185,44.9208,1.428175,48.4800
13,3.7584,1.492738,45.7243,1.430488,47.7800
14,3.7815,1.488801,46.0448,1.417264,48.9400
15,3.6993,1.479758,46.0225,1.418490,49.1600
16,3.7292,1.470354,46.4365,1.402845,49.8600
17,3.7514,1.463914,46.7192,1.388520,50.4200
18,3.7026,1.459619,46.6524,1.415592,49.5000
19,3.6761,1.452172,47.1844,1.382655,50.1000
20,3.7404,1.444303,47.2934,1.374275,50.6600
21,3.7835,1.436972,47.7319,1.362791,51.7000
22,3.6841,1.431975,47.9367,1.351355,51.4200
23,3.7306,1.427420,48.0435,1.376796,50.8000
24,3.7043,1.418992,48.3195,1.362370,51.9200
25,3.6984,1.418564,48.3663,1.357185,51.1000
26,3.7408,1.410123,48.9005,1.352053,51.7000
27,3.7705,1.403025,49.2499,1.349174,52.4600
28,3.7698,1.398888,49.3367,1.354700,52.5200
29,3.6613,1.398091,49.0674,1.339474,52.2600
30,3.7208,1.394264,49.3122,1.352927,52.4800
31,3.8081,1.384662,49.7262,1.334519,51.9400
32,3.7420,1.379931,49.8820,1.310674,53.3400
33,3.7242,1.376955,50.0245,1.339815,52.5800
34,3.6820,1.372486,50.2604,1.327102,53.0400
35,3.7669,1.369389,50.6032,1.334270,52.4400
36,3.7030,1.361800,50.3383,1.336633,52.8400
37,3.6145,1.358778,50.7746,1.312637,53.3600
38,3.7899,1.359150,50.7812,1.339017,51.9000
39,3.7493,1.350820,51.0639,1.336486,52.6600
40,3.6867,1.351954,50.8636,1.316910,53.2600
41,3.7162,1.342913,51.2487,1.287400,54.5800
42,3.8110,1.346962,51.1240,1.314553,53.2400
43,3.7768,1.340330,51.4045,1.302454,53.8800
44,3.7052,1.342092,51.5002,1.304029,53.4000
45,3.7070,1.339447,51.3577,1.317681,53.6800
46,3.7264,1.340475,51.2754,1.314597,53.6800
47,3.6540,1.333076,51.6827,1.294701,54.6000
48,3.6921,1.326534,52.0633,1.291321,54.6000
49,3.8267,1.319562,52.1612,1.298061,54.3600
